date,temp,prec,hum
8/28/1972 0:00,12.5,0.6,91
8/29/1972 0:00,11.2,2.2,94
8/30/1972 0:00,13.2,0,88
8/31/1972 0:00,10,0,75
9/1/1972 0:00,9.1,0,69
9/2/1972 0:00,8.7,0,76
9/3/1972 0:00,13,0,76
9/4/1972 0:00,13,1,67
9/5/1972 0:00,8.2,0.8,74
9/6/1972 0:00,11.7,0,88
9/7/1972 0:00,13.7,0,91
9/8/1972 0:00,15.5,0,90
9/9/1972 0:00,16,0.5,94
9/10/1972 0:00,18,0,77
9/11/1972 0:00,19,0,62
9/12/1972 0:00,13.8,1,82
9/13/1972 0:00,11.8,0.3,91
9/14/1972 0:00,11.6,1.4,99
9/15/1972 0:00,14.6,0,85
9/16/1972 0:00,14.1,0,90
9/17/1972 0:00,12,15.1,99
9/18/1972 0:00,12.3,2.2,91
9/19/1972 0:00,11.9,0,79
9/20/1972 0:00,10.1,0,87
9/21/1972 0:00,12.2,0,89
9/22/1972 0:00,12.3,11.4,88
9/23/1972 0:00,9.8,5.9,83
9/24/1972 0:00,6.9,1.7,97
9/25/1972 0:00,9.4,0,85
9/26/1972 0:00,7.3,0,89
9/27/1972 0:00,7.2,5,69
9/28/1972 0:00,3.3,0.3,85
9/29/1972 0:00,7.6,4,84
9/30/1972 0:00,5.6,0.4,87
10/1/1972 0:00,4.6,0,78
10/2/1972 0:00,2.7,0,86
10/3/1972 0:00,2.4,0,86
10/4/1972 0:00,6.8,0,90
10/5/1972 0:00,9.2,5.9,99
10/6/1972 0:00,7.2,0,83
10/7/1972 0:00,8.9,0,94
10/8/1972 0:00,9.9,0,92
10/9/1972 0:00,10,0,95
10/10/1972 0:00,8.9,0,97
10/11/1972 0:00,9.1,0,92
10/12/1972 0:00,8.6,11.5,89
10/13/1972 0:00,5.3,11.7,93
10/14/1972 0:00,6.8,0,93
10/15/1972 0:00,6.8,27.4,97
10/16/1972 0:00,6.8,2.5,77
10/17/1972 0:00,8.6,0,82
10/18/1972 0:00,4.1,0,78
10/19/1972 0:00,2.4,0,75
10/20/1972 0:00,2,14.4,94
10/21/1972 0:00,2.3,3.2,93
10/22/1972 0:00,1.8,0,95
10/23/1972 0:00,0.2,0,91
10/24/1972 0:00,2.4,6.2,93
10/25/1972 0:00,5.6,2.9,75
10/26/1972 0:00,7.9,0,91
10/27/1972 0:00,5,0,88
10/28/1972 0:00,4.6,0,91
10/29/1972 0:00,0.8,0.3,97
10/30/1972 0:00,3.7,0.7,99
10/31/1972 0:00,6.9,1.2,97
11/1/1972 0:00,6.9,5.6,99
11/2/1972 0:00,5,18.6,98
11/3/1972 0:00,-1.2,1,90
11/4/1972 0:00,4.8,5.2,91
11/5/1972 0:00,5.5,4.3,90
11/6/1972 0:00,4.8,3.8,88
11/7/1972 0:00,5.6,2.1,92
11/8/1972 0:00,6.8,5.8,98
11/9/1972 0:00,6.9,0,90
11/10/1972 0:00,7,3.9,94
11/11/1972 0:00,7.1,3.4,94
11/12/1972 0:00,5.7,0,92
11/13/1972 0:00,4.2,0,89
11/14/1972 0:00,1.8,1.6,89
11/15/1972 0:00,2.8,7,90
11/16/1972 0:00,3.1,3.5,85
11/17/1972 0:00,3.3,3.6,85
11/18/1972 0:00,1.8,1.5,89
11/19/1972 0:00,0.7,1.1,85
11/20/1972 0:00,-1.4,0,83
11/21/1972 0:00,-1.3,1.1,92
11/22/1972 0:00,0.8,2.2,96
11/23/1972 0:00,1.5,1.4,98
11/24/1972 0:00,0.3,0.3,86
11/25/1972 0:00,-1.4,0.2,89
11/26/1972 0:00,-1,1.8,83
11/27/1972 0:00,2.3,0.5,93
11/28/1972 0:00,4.1,4.1,95
11/29/1972 0:00,4.9,2.5,93
11/30/1972 0:00,5.1,11.3,94
12/1/1972 0:00,4.7,8.1,99
12/2/1972 0:00,5.1,1.7,92
12/3/1972 0:00,4.8,0,93
12/4/1972 0:00,5.5,5.4,94
12/5/1972 0:00,4.7,0,92
12/6/1972 0:00,4.9,0.3,90
12/7/1972 0:00,5.1,0,90
12/8/1972 0:00,4.8,4.1,93
12/9/1972 0:00,4.5,1.7,95
12/10/1972 0:00,4.6,1.6,95
12/11/1972 0:00,4.4,5.2,94
12/12/1972 0:00,3.9,5.5,94
12/13/1972 0:00,4.5,0.8,93
12/14/1972 0:00,5.8,6,89
12/15/1972 0:00,4.7,0,90
12/16/1972 0:00,4.8,1,98
12/17/1972 0:00,4.6,0.8,99
12/18/1972 0:00,0.7,0.6,93
12/19/1972 0:00,-1.1,0,78
12/20/1972 0:00,3.1,3.5,85
12/21/1972 0:00,4.3,0,92
12/22/1972 0:00,3.7,0,84
12/23/1972 0:00,0.4,0,88
12/24/1972 0:00,-1.3,0,76
12/25/1972 0:00,2,2.1,94
12/26/1972 0:00,-2.9,0,89
12/27/1972 0:00,-6,0,76
12/28/1972 0:00,-5,0,44
12/29/1972 0:00,-3.1,0,79
12/30/1972 0:00,1.9,0,76
12/31/1972 0:00,2,0,83
1/1/1973 0:00,1.8,0,73
1/2/1973 0:00,-1.6,0,96
1/3/1973 0:00,2,2.3,96
1/4/1973 0:00,-1,0,97
1/5/1973 0:00,2.9,0,93
1/6/1973 0:00,3.4,0,87
1/7/1973 0:00,1.2,0,85
1/8/1973 0:00,2.9,0,82
1/9/1973 0:00,-0.4,0,73
1/10/1973 0:00,2.7,5.2,89
1/11/1973 0:00,-0.5,0,75
1/12/1973 0:00,-1.1,0,96
1/13/1973 0:00,1.7,1.3,97
1/14/1973 0:00,0.2,0.3,89
1/15/1973 0:00,-2.2,0,75
1/16/1973 0:00,-6.8,0,78
1/17/1973 0:00,-7,0,67
1/18/1973 0:00,-7.8,0,88
1/19/1973 0:00,-8,0,87
1/20/1973 0:00,-6.3,3.3,92
1/21/1973 0:00,-7.6,0.4,74
1/22/1973 0:00,-8.4,0,70
1/23/1973 0:00,-7.4,0.3,76
1/24/1973 0:00,-5.7,0,90
1/25/1973 0:00,-0.3,0,95
1/26/1973 0:00,0.4,2.2,98
1/27/1973 0:00,-0.9,2.5,95
1/28/1973 0:00,-6.1,0,89
1/29/1973 0:00,-4.6,0,83
1/30/1973 0:00,-4.5,0.3,96
1/31/1973 0:00,-5,1.8,89
2/1/1973 0:00,-5.3,0,96
2/2/1973 0:00,-3.1,0,90
2/3/1973 0:00,1.4,0,90
2/4/1973 0:00,-0.9,0,80
2/5/1973 0:00,1.3,2.6,100
2/6/1973 0:00,1.6,1.9,91
2/7/1973 0:00,1.8,10.3,97
2/8/1973 0:00,0.9,2.2,87
2/9/1973 0:00,0.3,2.8,97
2/10/1973 0:00,-1,0,86
2/11/1973 0:00,-4.6,0,85
2/12/1973 0:00,-2.8,0,87
2/13/1973 0:00,-1,3.6,92
2/14/1973 0:00,1.4,1.6,82
2/15/1973 0:00,0.8,0.5,87
2/16/1973 0:00,2,0,91
2/17/1973 0:00,1.9,0,95
2/18/1973 0:00,1.2,0.3,87
2/19/1973 0:00,0.5,0,88
2/20/1973 0:00,0.4,0.8,96
2/21/1973 0:00,1.7,12.6,96
2/22/1973 0:00,-0.4,1.4,88
2/23/1973 0:00,-4.6,0.6,75
2/24/1973 0:00,-4.4,0,69
2/25/1973 0:00,-7.4,0,74
2/26/1973 0:00,-5.8,0,70
2/27/1973 0:00,-6.3,0,67
2/28/1973 0:00,-7.2,0,70
3/1/1973 0:00,-2.8,0.3,73
3/2/1973 0:00,-4.3,0,57
3/3/1973 0:00,-7.1,0,75
3/4/1973 0:00,-2.9,0,77
3/5/1973 0:00,-2.2,2.2,75
3/6/1973 0:00,1.6,9.5,97
3/7/1973 0:00,0.6,10.2,95
3/8/1973 0:00,0.2,0.4,83
3/9/1973 0:00,-1.9,0,79
3/10/1973 0:00,-1.6,0.6,85
3/11/1973 0:00,1,2.2,91
3/12/1973 0:00,-0.2,0,91
3/13/1973 0:00,1.2,0,90
3/14/1973 0:00,1.7,0,77
3/15/1973 0:00,-0.6,0,75
3/16/1973 0:00,1.3,0,83
3/17/1973 0:00,1.1,0,64
3/18/1973 0:00,0.3,2.3,76
3/19/1973 0:00,-2.6,0,64
3/20/1973 0:00,0.9,0,72
3/21/1973 0:00,0.7,1.7,70
3/22/1973 0:00,1.6,0,83
3/23/1973 0:00,3,0,90
3/24/1973 0:00,4.2,0,88
3/25/1973 0:00,7.5,0,60
3/26/1973 0:00,8.9,0,61
3/27/1973 0:00,6.1,0,77
3/28/1973 0:00,9.1,0,68
3/29/1973 0:00,7.1,0.6,73
3/30/1973 0:00,2.2,0,96
3/31/1973 0:00,1.8,0.5,91
4/1/1973 0:00,4.1,0,78
4/2/1973 0:00,3.9,3.1,82
4/3/1973 0:00,3,4.7,89
4/4/1973 0:00,2.3,0.7,82
4/5/1973 0:00,2.8,0,54
4/6/1973 0:00,3.4,6.5,89
4/7/1973 0:00,4.1,1.5,77
4/8/1973 0:00,3.5,0.5,82
4/9/1973 0:00,1.7,14.1,95
4/10/1973 0:00,1.7,1.6,79
4/11/1973 0:00,2,9.8,88
4/12/1973 0:00,2.2,2.2,85
4/13/1973 0:00,2.2,0.3,81
4/14/1973 0:00,2.9,0.3,81
4/15/1973 0:00,3.3,0,80
4/16/1973 0:00,3.1,0,91
4/17/1973 0:00,5.7,0.6,80
4/18/1973 0:00,5.3,3.3,84
4/19/1973 0:00,4.7,0,79
4/20/1973 0:00,5.3,0,67
4/21/1973 0:00,9.7,0,48
4/22/1973 0:00,7.2,0,53
4/23/1973 0:00,4.4,0,71
4/24/1973 0:00,5.8,0,66
4/25/1973 0:00,5.7,0,65
4/26/1973 0:00,4.4,0,77
4/27/1973 0:00,4.1,0.6,63
4/28/1973 0:00,4.9,3.6,74
4/29/1973 0:00,9.2,0,65
4/30/1973 0:00,10.1,4.7,77
5/1/1973 0:00,7.9,0,66
5/2/1973 0:00,9.4,3.7,73
5/3/1973 0:00,5.9,0,88
5/4/1973 0:00,6.6,0,72
5/5/1973 0:00,10,0,62
5/6/1973 0:00,11.5,16.1,88
5/7/1973 0:00,7.7,0,90
5/8/1973 0:00,6.9,0,91
5/9/1973 0:00,10.1,0.7,82
5/10/1973 0:00,11,0,81
5/11/1973 0:00,12,0,74
5/12/1973 0:00,8.1,5,85
5/13/1973 0:00,8.1,0,81
5/14/1973 0:00,8.3,2.2,87
5/15/1973 0:00,7.2,0,83
5/16/1973 0:00,7.7,2.1,83
5/17/1973 0:00,7.1,2.2,79
5/18/1973 0:00,6.9,3.3,85
5/19/1973 0:00,7.8,12.2,89
5/20/1973 0:00,8.8,0,76
5/21/1973 0:00,13.8,3,83
5/22/1973 0:00,17.1,3.6,77
5/23/1973 0:00,15.5,0.3,86
5/24/1973 0:00,11.1,1.7,98
5/25/1973 0:00,11.8,0,76
5/26/1973 0:00,11.2,0,54
5/27/1973 0:00,10.2,0,65
5/28/1973 0:00,11.3,0,66
5/29/1973 0:00,13.3,0,81
5/30/1973 0:00,14.3,0,74
5/31/1973 0:00,15.6,0,67
6/1/1973 0:00,18.1,0,56
6/2/1973 0:00,19.6,0,54
6/3/1973 0:00,20.7,0,45
6/4/1973 0:00,19,0,54
6/5/1973 0:00,13.5,13.3,96
6/6/1973 0:00,14.4,3,88
6/7/1973 0:00,14.8,0,76
6/8/1973 0:00,16.5,0,77
6/9/1973 0:00,19.4,0,70
6/10/1973 0:00,17.2,14.5,84
6/11/1973 0:00,13.4,2.1,78
6/12/1973 0:00,13.2,0,68
6/13/1973 0:00,16.8,0,72
6/14/1973 0:00,14.8,1.1,68
6/15/1973 0:00,12.7,0,73
6/16/1973 0:00,13.1,0.3,68
6/17/1973 0:00,13.6,0,65
6/18/1973 0:00,9.6,1.7,82
6/19/1973 0:00,9.8,0,90
6/20/1973 0:00,13.2,0.3,77
6/21/1973 0:00,16.3,0,59
6/22/1973 0:00,16.7,0,68
6/23/1973 0:00,18.2,0,71
6/24/1973 0:00,17.5,0,72
6/25/1973 0:00,18.2,0,77
6/26/1973 0:00,19.1,0,74
6/27/1973 0:00,18.3,0,75
6/28/1973 0:00,20.3,0,64
6/29/1973 0:00,21.7,0.7,71
6/30/1973 0:00,18.2,0,85
7/1/1973 0:00,18.6,0,77
7/2/1973 0:00,18.3,0,75
7/3/1973 0:00,20.2,0,73
7/4/1973 0:00,21.6,0,66
7/5/1973 0:00,21.6,0,75
7/6/1973 0:00,21.6,5.6,73
7/7/1973 0:00,24.1,0,61
7/8/1973 0:00,22.4,0,72
7/9/1973 0:00,21.9,0,52
7/10/1973 0:00,19.7,0,58
7/11/1973 0:00,18.3,0,72
7/12/1973 0:00,19.6,0,63
7/13/1973 0:00,17.5,0,78
7/14/1973 0:00,19,9.1,77
7/15/1973 0:00,19.6,1.8,83
7/16/1973 0:00,19.7,1.6,81
7/17/1973 0:00,20.5,0,76
7/18/1973 0:00,20.3,0,84
7/19/1973 0:00,18.1,16.3,91
7/20/1973 0:00,17.3,2.9,82
7/21/1973 0:00,16.6,0,86
7/22/1973 0:00,15.6,0.4,89
7/23/1973 0:00,16.5,0.6,83
7/24/1973 0:00,16.4,1.4,79
7/25/1973 0:00,14.3,2,89
7/26/1973 0:00,15.4,6.1,96
7/27/1973 0:00,20.5,4,71
7/28/1973 0:00,16.9,1.8,77
7/29/1973 0:00,15.2,0,81
7/30/1973 0:00,17,0,88
7/31/1973 0:00,18.7,0,86
8/1/1973 0:00,17.6,0,87
8/2/1973 0:00,17.9,0,86
8/3/1973 0:00,18.2,0,77
8/4/1973 0:00,18.7,4,78
8/5/1973 0:00,18.7,0,87
8/6/1973 0:00,19.3,2.2,79
8/7/1973 0:00,21,16.3,78
8/8/1973 0:00,17.3,24.1,81
8/9/1973 0:00,16.2,5.9,68
8/10/1973 0:00,16.1,0,69
8/11/1973 0:00,16.2,0,79
8/12/1973 0:00,17.1,0,76
8/13/1973 0:00,16,0,77
8/14/1973 0:00,17.2,0,76
8/15/1973 0:00,16.7,0,87
8/16/1973 0:00,18.1,0,83
8/17/1973 0:00,18.2,0,82
8/18/1973 0:00,18.5,6,79
8/19/1973 0:00,18.4,0,74
8/20/1973 0:00,16.3,3,79
8/21/1973 0:00,14.9,2.8,72
8/22/1973 0:00,12.5,5.6,66
8/23/1973 0:00,13.2,0,62
8/24/1973 0:00,14.6,0,70
8/25/1973 0:00,11.2,0.3,65
8/26/1973 0:00,11.9,0.3,66
8/27/1973 0:00,11.7,0,68
8/28/1973 0:00,12.1,0,81
8/29/1973 0:00,13.7,0,91
8/30/1973 0:00,13.6,0,81
8/31/1973 0:00,14.2,0,88
9/1/1973 0:00,13.6,17.1,86
9/2/1973 0:00,14.8,2.5,85
9/3/1973 0:00,15.1,2.3,81
9/4/1973 0:00,13,1,73
9/5/1973 0:00,11.7,0,85
9/6/1973 0:00,15.7,0,77
9/7/1973 0:00,14.5,4.8,82
9/8/1973 0:00,13.3,0,73
9/9/1973 0:00,15.1,8.8,87
9/10/1973 0:00,10.9,8.5,78
9/11/1973 0:00,9.7,2.7,71
9/12/1973 0:00,8.6,9.3,72
9/13/1973 0:00,6.6,1.6,80
9/14/1973 0:00,8.8,1.7,65
9/15/1973 0:00,7.4,6.6,74
9/16/1973 0:00,8.2,0,84
9/17/1973 0:00,5.3,0,86
9/18/1973 0:00,6.5,0,85
9/19/1973 0:00,6.4,0,81
9/20/1973 0:00,8.9,0.9,79
9/21/1973 0:00,12.8,0.3,95
9/22/1973 0:00,8,0,90
9/23/1973 0:00,4.5,0,66
9/24/1973 0:00,3.1,0,68
9/25/1973 0:00,2.4,4.1,69
9/26/1973 0:00,2.5,6.4,95
9/27/1973 0:00,7.2,7.1,96
9/28/1973 0:00,8.2,0,80
9/29/1973 0:00,9.3,3.3,94
9/30/1973 0:00,11.1,2.8,95
10/1/1973 0:00,10.3,0,90
10/2/1973 0:00,10,7.7,93
10/3/1973 0:00,9.7,0,82
10/4/1973 0:00,11.1,0,90
10/5/1973 0:00,9.1,0,99
10/6/1973 0:00,6.5,0,83
10/7/1973 0:00,6.9,0,73
10/8/1973 0:00,9.5,0.3,94
10/9/1973 0:00,10.5,7.4,92
10/10/1973 0:00,8.4,8.1,81
10/11/1973 0:00,2.9,1.6,75
10/12/1973 0:00,0.6,5.8,80
10/13/1973 0:00,4.9,0,68
10/14/1973 0:00,3.5,1.3,78
10/15/1973 0:00,0.8,2.7,85
10/16/1973 0:00,4.9,4.6,90
10/17/1973 0:00,0.7,6.5,94
10/18/1973 0:00,1.8,12.2,91
10/19/1973 0:00,2.2,1.3,78
10/20/1973 0:00,2.2,2.2,74
10/21/1973 0:00,3.4,8.8,81
10/22/1973 0:00,-1.1,0,82
10/23/1973 0:00,-2.1,0.7,85
10/24/1973 0:00,2.7,0.5,69
10/25/1973 0:00,6.8,5.8,94
10/26/1973 0:00,7.3,0.9,82
10/27/1973 0:00,5.6,0,82
10/28/1973 0:00,0.9,0,96
10/29/1973 0:00,4.7,7.5,87
10/30/1973 0:00,2.9,7.9,85
10/31/1973 0:00,0,0,66
11/1/1973 0:00,-0.4,0,82
11/2/1973 0:00,4.8,0,80
11/3/1973 0:00,5.9,0,89
11/4/1973 0:00,5.8,0,91
11/5/1973 0:00,3.7,0,71
11/6/1973 0:00,4.4,7.1,78
11/7/1973 0:00,3.9,3.4,88
11/8/1973 0:00,4.2,0.4,74
11/9/1973 0:00,7.4,5.1,90
11/10/1973 0:00,5.8,0,78
11/11/1973 0:00,1.2,4.4,96
11/12/1973 0:00,2.7,13.4,79
11/13/1973 0:00,3.2,6.4,87
11/14/1973 0:00,1.9,1.6,85
11/15/1973 0:00,0.6,1.3,69
11/16/1973 0:00,-1.9,1.2,73
11/17/1973 0:00,-0.4,0,87
11/18/1973 0:00,-0.1,2,79
11/19/1973 0:00,1.1,7.4,91
11/20/1973 0:00,1.2,4,95
11/21/1973 0:00,-1.4,0.4,70
11/22/1973 0:00,1.5,2.8,90
11/23/1973 0:00,4.3,25.1,90
11/24/1973 0:00,1.4,1.4,69
11/25/1973 0:00,-1.8,4.1,74
11/26/1973 0:00,-4,1.5,75
11/27/1973 0:00,-0.4,0.4,71
11/28/1973 0:00,-1.2,0.3,75
11/29/1973 0:00,-5.6,13.3,94
11/30/1973 0:00,-8.1,0.5,94
12/1/1973 0:00,-12.8,0,85
12/2/1973 0:00,-18.2,0,85
12/3/1973 0:00,-3.3,7.2,91
12/4/1973 0:00,0.4,0.4,96
12/5/1973 0:00,-4.1,0.3,73
12/6/1973 0:00,-9.2,0.4,77
12/7/1973 0:00,-12.5,0.4,75
12/8/1973 0:00,-17.2,0,77
12/9/1973 0:00,-18,0,79
12/10/1973 0:00,-9,3.3,85
12/11/1973 0:00,1.9,0.3,75
12/12/1973 0:00,1.5,4,88
12/13/1973 0:00,-0.3,1.9,80
12/14/1973 0:00,-0.2,2.7,93
12/15/1973 0:00,-1.9,2.4,89
12/16/1973 0:00,-4.9,0.6,81
12/17/1973 0:00,-5.1,4,87
12/18/1973 0:00,-1.2,4.7,86
12/19/1973 0:00,-1.1,2.5,71
12/20/1973 0:00,0.5,13.2,90
12/21/1973 0:00,-4.2,0,91
12/22/1973 0:00,-2.6,0,85
12/23/1973 0:00,1.9,0.9,97
12/24/1973 0:00,1.3,1.4,95
12/25/1973 0:00,0.7,0,95
12/26/1973 0:00,1.2,2.1,96
12/27/1973 0:00,1.8,0.5,93
12/28/1973 0:00,3.1,0,90
12/29/1973 0:00,1.8,0,92
12/30/1973 0:00,2.8,0,95
12/31/1973 0:00,2.2,0.3,88
1/1/1974 0:00,1.2,0,73
1/2/1974 0:00,0.6,0.7,83
1/3/1974 0:00,-1.2,0,85
1/4/1974 0:00,-4.9,0,95
1/5/1974 0:00,0.5,0,97
1/6/1974 0:00,-1.1,0,95
1/7/1974 0:00,-0.7,0,85
1/8/1974 0:00,-3.2,0,73
1/9/1974 0:00,-9.2,0,71
1/10/1974 0:00,-8.8,0,56
1/11/1974 0:00,-9.3,0,37
1/12/1974 0:00,-10.1,0,62
1/13/1974 0:00,-7,0,73
1/14/1974 0:00,-4.5,0,33
1/15/1974 0:00,-3,0,37
1/16/1974 0:00,-2.7,4.9,86
1/17/1974 0:00,0.6,0.3,93
1/18/1974 0:00,-1.9,1.5,90
1/19/1974 0:00,0.3,5,86
1/20/1974 0:00,0,0,78
1/21/1974 0:00,-4.1,0,85
1/22/1974 0:00,0,0.5,91
1/23/1974 0:00,-0.8,0,99
1/24/1974 0:00,-1,3,90
1/25/1974 0:00,0.7,2.5,98
1/26/1974 0:00,-0.2,2.7,88
1/27/1974 0:00,0.7,3.4,100
1/28/1974 0:00,0.7,0,97
1/29/1974 0:00,1,0.3,94
1/30/1974 0:00,1.6,1.5,85
1/31/1974 0:00,0.4,0,88
2/1/1974 0:00,0.1,0,98
2/2/1974 0:00,0,0,88
2/3/1974 0:00,1,1.6,97
2/4/1974 0:00,0.5,0.8,100
2/5/1974 0:00,0.8,1.1,96
2/6/1974 0:00,0.2,1.6,86
2/7/1974 0:00,0.9,4.4,90
2/8/1974 0:00,0.8,4.7,92
2/9/1974 0:00,-0.5,1.3,75
2/10/1974 0:00,-1.8,0,87
2/11/1974 0:00,2.1,4.9,89
2/12/1974 0:00,4.6,3.2,82
2/13/1974 0:00,3.2,0.5,92
2/14/1974 0:00,-0.1,0,98
2/15/1974 0:00,1,3.6,95
2/16/1974 0:00,1.7,0,96
2/17/1974 0:00,1.2,0.3,96
2/18/1974 0:00,0.6,0.9,99
2/19/1974 0:00,-1.2,0.9,90
2/20/1974 0:00,-1.7,1.2,79
2/21/1974 0:00,-0.1,0.2,75
2/22/1974 0:00,1.6,0,75
2/23/1974 0:00,0.6,0,71
2/24/1974 0:00,0.4,0,72
2/25/1974 0:00,-1,0,72
2/26/1974 0:00,-2.6,0,73
2/27/1974 0:00,-0.2,0,81
2/28/1974 0:00,0.4,0,73
3/1/1974 0:00,-1.2,0,67
3/2/1974 0:00,-2.3,0,69
3/3/1974 0:00,-0.7,0,64
3/4/1974 0:00,-1,0,62
3/5/1974 0:00,-0.7,0,63
3/6/1974 0:00,-0.4,0,52
3/7/1974 0:00,-4.4,0,72
3/8/1974 0:00,-2.5,0,69
3/9/1974 0:00,-1,0,57
3/10/1974 0:00,-0.8,0,64
3/11/1974 0:00,-2,0,71
3/12/1974 0:00,-1.3,0,65
3/13/1974 0:00,0.8,0,78
3/14/1974 0:00,1.4,0,78
3/15/1974 0:00,0.3,0,85
3/16/1974 0:00,0.8,0,85
3/17/1974 0:00,3,0,72
3/18/1974 0:00,3.1,1.1,94
3/19/1974 0:00,1.6,11,96
3/20/1974 0:00,1.2,0,91
3/21/1974 0:00,4.8,0.5,79
3/22/1974 0:00,1.7,0,83
3/23/1974 0:00,0.5,0,78
3/24/1974 0:00,-0.1,0,73
3/25/1974 0:00,-0.1,0,83
3/26/1974 0:00,0.6,0,86
3/27/1974 0:00,0.5,0,71
3/28/1974 0:00,0.8,0,71
3/29/1974 0:00,0.5,0,81
3/30/1974 0:00,2.3,0,77
3/31/1974 0:00,4.5,0,66
4/1/1974 0:00,5.9,0,56
4/2/1974 0:00,5.9,0,58
4/3/1974 0:00,4.9,0,65
4/4/1974 0:00,3.4,0,74
4/5/1974 0:00,1.9,0,88
4/6/1974 0:00,3.3,0,88
4/7/1974 0:00,4.1,0,78
4/8/1974 0:00,4,0,81
4/9/1974 0:00,2.7,0,65
4/10/1974 0:00,2.3,0,64
4/11/1974 0:00,3.9,0,76
4/12/1974 0:00,0.1,0,57
4/13/1974 0:00,1.5,0,62
4/14/1974 0:00,0.9,0,66
4/15/1974 0:00,2.4,0,50
4/16/1974 0:00,2.8,0,61
4/17/1974 0:00,2.5,0,73
4/18/1974 0:00,3.5,0,81
4/19/1974 0:00,1.7,0,60
4/20/1974 0:00,2.1,0,88
4/21/1974 0:00,4.1,0,77
4/22/1974 0:00,2.2,0,58
4/23/1974 0:00,2.5,0,64
4/24/1974 0:00,0.9,0.5,83
4/25/1974 0:00,0.8,0,79
4/26/1974 0:00,2.4,0,69
4/27/1974 0:00,1.8,0,71
4/28/1974 0:00,4.4,0,62
4/29/1974 0:00,6.3,0,55
4/30/1974 0:00,8.6,0,50
5/1/1974 0:00,11.9,0,45
5/2/1974 0:00,12.9,0,48
5/3/1974 0:00,11.4,0,47
5/4/1974 0:00,3.3,29.2,81
5/5/1974 0:00,3.9,2.1,64
5/6/1974 0:00,4.7,0,44
5/7/1974 0:00,5.3,2,84
5/8/1974 0:00,8.2,0,89
5/9/1974 0:00,5.8,0,95
5/10/1974 0:00,5.5,0,94
5/11/1974 0:00,8,0,70
5/12/1974 0:00,6.3,0,61
5/13/1974 0:00,7.7,0,51
5/14/1974 0:00,9.8,0,41
5/15/1974 0:00,7.9,0.3,63
5/16/1974 0:00,9.1,0,80
5/17/1974 0:00,10,0,79
5/18/1974 0:00,12,0,66
5/19/1974 0:00,10.7,0,58
5/20/1974 0:00,5.5,0,57
5/21/1974 0:00,5.7,0,72
5/22/1974 0:00,8.5,0,64
5/23/1974 0:00,9.2,0,52
5/24/1974 0:00,7.4,0,69
5/25/1974 0:00,7.9,0,76
5/26/1974 0:00,8.7,0.7,79
5/27/1974 0:00,8.8,4.5,87
5/28/1974 0:00,7.5,0.7,86
5/29/1974 0:00,9.1,8.9,88
5/30/1974 0:00,9,0,77
5/31/1974 0:00,9.3,0,82
6/1/1974 0:00,10.1,0,80
6/2/1974 0:00,10.9,0,56
6/3/1974 0:00,8.8,5.1,87
6/4/1974 0:00,10.1,1.6,86
6/5/1974 0:00,10.1,0,85
6/6/1974 0:00,11.8,0,76
6/7/1974 0:00,12.4,2.4,82
6/8/1974 0:00,10.3,1.3,87
6/9/1974 0:00,11.8,0,74
6/10/1974 0:00,11.8,7.4,79
6/11/1974 0:00,10.2,0,82
6/12/1974 0:00,16.2,6.3,78
6/13/1974 0:00,21.2,0,64
6/14/1974 0:00,19.1,0,67
6/15/1974 0:00,20.2,0,59
6/16/1974 0:00,18.2,0,63
6/17/1974 0:00,17.6,0,54
6/18/1974 0:00,17.5,1.9,67
6/19/1974 0:00,17,0,80
6/20/1974 0:00,16.5,4.3,82
6/21/1974 0:00,15.4,13.4,87
6/22/1974 0:00,16.5,0,74
6/23/1974 0:00,16.3,0.3,84
6/24/1974 0:00,15.8,0,85
6/25/1974 0:00,15.3,0,83
6/26/1974 0:00,14.4,12.1,83
6/27/1974 0:00,13.1,4.3,94
6/28/1974 0:00,16,0,82
6/29/1974 0:00,15.2,3.3,85
6/30/1974 0:00,15.6,0,86
7/1/1974 0:00,16.3,0,80
7/2/1974 0:00,14.9,0,80
7/3/1974 0:00,16.4,0.3,85
7/4/1974 0:00,14.6,0.7,83
7/5/1974 0:00,15.1,26,83
7/6/1974 0:00,14.7,1.2,77
7/7/1974 0:00,15.7,0.6,87
7/8/1974 0:00,14.9,23.8,96
7/9/1974 0:00,14.9,2.2,87
7/10/1974 0:00,14.3,8.2,92
7/11/1974 0:00,15.2,19.6,93
7/12/1974 0:00,15.1,0,86
7/13/1974 0:00,15,0,84
7/14/1974 0:00,15.8,0,73
7/15/1974 0:00,16.2,1.1,83
7/16/1974 0:00,15.8,0,81
7/17/1974 0:00,18.6,0,70
7/18/1974 0:00,18.9,2.4,78
7/19/1974 0:00,21.4,0,78
7/20/1974 0:00,18.3,0,81
7/21/1974 0:00,15.7,0,87
7/22/1974 0:00,14.8,0,90
7/23/1974 0:00,16.9,0,81
7/24/1974 0:00,16.3,0,88
7/25/1974 0:00,16,1.6,84
7/26/1974 0:00,14.6,0.3,77
7/27/1974 0:00,14.7,2.5,87
7/28/1974 0:00,15.7,2.1,80
7/29/1974 0:00,15.4,10.4,84
7/30/1974 0:00,14.8,0.4,79
7/31/1974 0:00,15,0,80
8/1/1974 0:00,15.3,0,74
8/2/1974 0:00,13.4,5.1,94
